,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity
2654,Kepler-278 b,1463.0,15.6 Earths,11.53,2014,Neptune-like,0.363 x Jupiter,0.207 AU,30.2 days,0.04
2655,Kepler-278 c,1463.0,12.6 Earths,11.53,2014,Neptune-like,0.32 x Jupiter,0.294 AU,51.1 days,0.51
2656,Kepler-279 b,3488.0,12.8 Earths,13.585,2014,Neptune-like,0.323 x Jupiter,0.112 AU,12.3 days,0.0
2657,Kepler-279 c,3488.0,0.155 Jupiters,13.585,2013,Gas Giant,0.384 x Jupiter,Unknown,35.7 days,0.0
2658,Kepler-279 d,3488.0,37.5 Earths,13.585,2013,Neptune-like,0.277 x Jupiter,Unknown,54.4 days,0.0
2659,Kepler-27 b,3507.0,9.11 Jupiters,15.816,2011,Gas Giant,0.357 x Jupiter,0.118 AU,15.3 days,0.0
2660,Kepler-27 c,3507.0,13.8 Jupiters,15.816,2011,Gas Giant,0.437 x Jupiter,0.191 AU,31.3 days,0.0
2661,Kepler-280 b,2604.0,2.7 Earths,14.457,2014,Super Earth,1.45 x Earth,0.032 AU,2.1 days,0.0
2662,Kepler-280 c,2604.0,4.7 Earths,14.457,2014,Super Earth,2.01 x Earth,0.056 AU,4.8 days,0.0
2663,Kepler-281 b,5986.0,8.35 Earths,15.754,2014,Neptune-like,0.252 x Jupiter,0.117 AU,14.6 days,0.0
2664,Kepler-281 c,5986.0,24.4 Earths,15.754,2014,Neptune-like,0.474 x Jupiter,0.215 AU,36.3 days,0.0
2665,Kepler-282 b,4537.0,1.01 Earths,15.178,2014,Super Earth,1.01 x Earth,0.082 AU,9.2 days,0.0
2666,Kepler-282 c,4537.0,1.87 Earths,15.178,2014,Super Earth,1.2 x Earth,0.106 AU,13.6 days,0.0
2667,Kepler-282 d,4537.0,0.192 Jupiters,15.178,2013,Super Earth,0.219 x Jupiter,Unknown,24.8 days,0.0
2668,Kepler-282 e,4537.0,0.177 Jupiters,15.178,2013,Gas Giant,0.277 x Jupiter,Unknown,44.3 days,0.0
2669,Kepler-283 b,1547.0,5.18 Earths,15.875,2014,Neptune-like,2.13 x Earth,0.082 AU,11 days,0.0
2670,Kepler-283 c,1547.0,3.97 Earths,15.875,2014,Super Earth,1.82 x Earth,0.341 AU,92.7 days,0.0
2671,Kepler-284 b,3467.0,5.65 Earths,15.813,2014,Neptune-like,0.2 x Jupiter,0.104 AU,12.7 days,0.0
2672,Kepler-284 c,3467.0,7.32 Earths,15.813,2014,Neptune-like,0.233 x Jupiter,0.213 AU,37.5 days,0.0
2673,Kepler-285 b,2754.0,2.36 Earths,15.152,2014,Super Earth,1.34 x Earth,0.036 AU,2.6 days,0.0
2674,Kepler-285 c,2754.0,1.46 Earths,15.152,2014,Super Earth,1.12 x Earth,0.064 AU,6.2 days,0.0
2675,Kepler-286 b,4132.0,2.07 Earths,15.545,2014,Super Earth,1.24 x Earth,0.027 AU,1.8 days,0.0
2676,Kepler-286 c,4132.0,2.45 Earths,15.545,2014,Super Earth,1.37 x Earth,0.042 AU,3.5 days,0.0
2677,Kepler-286 d,4132.0,2.33 Earths,15.545,2014,Super Earth,1.33 x Earth,0.061 AU,5.9 days,0.0
2678,Kepler-286 e,4132.0,3.78 Earths,15.545,2014,Super Earth,1.77 x Earth,0.176 AU,29.2 days,0.0
2679,Kepler-287 b,2793.0,6.04 Earths,14.744,2014,Neptune-like,0.208 x Jupiter,0.145 AU,20.3 days,0.0
2680,Kepler-287 c,2793.0,10.7 Earths,14.744,2014,Neptune-like,0.291 x Jupiter,0.246 AU,44.9 days,0.0
2681,Kepler-288 b,4033.0,3.43 Earths,15.152,2014,Super Earth,1.67 x Earth,0.065 AU,6.1 days,0.0
2682,Kepler-288 c,4033.0,8.5 Earths,15.152,2014,Neptune-like,0.254 x Jupiter,0.14 AU,19.3 days,0.0
2683,Kepler-288 d,4033.0,7.61 Earths,15.152,2014,Neptune-like,0.238 x Jupiter,0.287 AU,56.6 days,0.0
2684,Kepler-289 b,2283.0,7.3 Earths,13.963,2014,Super Earth,2.15 x Earth,0.21 AU,34.5 days,0.0
2685,Kepler-289 c,2283.0,0.42 Jupiters,13.963,2014,Gas Giant,1.034 x Jupiter,0.51 AU,125.9 days,0.0
2686,Kepler-289 d,2283.0,4 Earths,13.963,2014,Neptune-like,0.239 x Jupiter,0.33 AU,66.1 days,0.0
2687,Kepler-28 b,1448.0,1.51 Jupiters,15.026,2011,Neptune-like,0.321 x Jupiter,0.062 AU,5.9 days,0.0
2688,Kepler-28 c,1448.0,1.36 Jupiters,15.026,2011,Neptune-like,0.303 x Jupiter,0.081 AU,9 days,0.0
2689,Kepler-290 b,2311.0,5.69 Earths,15.565,2014,Neptune-like,0.201 x Jupiter,0.11 AU,14.6 days,0.0
2690,Kepler-290 c,2311.0,7.75 Earths,15.565,2014,Neptune-like,0.241 x Jupiter,0.205 AU,36.8 days,0.0
2691,Kepler-291 b,6147.0,5.31 Earths,15.898,2014,Neptune-like,2.16 x Earth,0.047 AU,3.5 days,0.0
2692,Kepler-291 c,6147.0,4.19 Earths,15.898,2014,Super Earth,1.88 x Earth,0.065 AU,5.7 days,0.0
2693,Kepler-292 b,3547.0,2.3 Earths,15.942,2014,Super Earth,1.32 x Earth,0.035 AU,2.6 days,0.0
2694,Kepler-292 c,3547.0,2.76 Earths,15.942,2014,Super Earth,1.47 x Earth,0.045 AU,3.7 days,0.0
2695,Kepler-292 d,3547.0,5.6 Earths,15.942,2014,Neptune-like,2.23 x Earth,0.068 AU,7.1 days,0.0
2696,Kepler-292 e,3547.0,7.61 Earths,15.942,2014,Neptune-like,0.238 x Jupiter,0.097 AU,12 days,0.0
2697,Kepler-292 f,3547.0,6.12 Earths,15.942,2014,Neptune-like,0.21 x Jupiter,0.141 AU,20.8 days,0.0
2698,Kepler-293 b,3270.0,9.64 Earths,15.333,2014,Neptune-like,0.274 x Jupiter,0.144 AU,19.3 days,0.0
2699,Kepler-293 c,3270.0,14 Earths,15.333,2014,Neptune-like,0.342 x Jupiter,0.286 AU,54.2 days,0.0
2700,Kepler-294 b,4605.0,3.78 Earths,15.819,2014,Super Earth,1.77 x Earth,0.048 AU,3.7 days,0.0
2701,Kepler-294 c,4605.0,7.8 Earths,15.819,2014,Neptune-like,0.242 x Jupiter,0.071 AU,6.6 days,0.0
2702,Kepler-295 b,5830.0,1.98 Earths,14.433,2014,Super Earth,1.22 x Earth,0.099 AU,12.6 days,0.0
2703,Kepler-295 c,5830.0,1.71 Earths,14.433,2014,Super Earth,1.17 x Earth,0.142 AU,21.5 days,0.0
2704,Kepler-295 d,5830.0,2.42 Earths,14.433,2014,Super Earth,1.36 x Earth,0.192 AU,33.9 days,0.0
2705,Kepler-296 b,737.0,3.22 Earths,15.901,2014,Super Earth,1.61 x Earth,0.079 AU,10.9 days,< 0.33
2706,Kepler-296 c,737.0,4.66 Earths,15.901,2014,Neptune-like,2.0 x Earth,0.0521 AU,5.8 days,< 0.33
2707,Kepler-296 d,737.0,5.02 Earths,15.901,2014,Neptune-like,2.09 x Earth,0.118 AU,19.9 days,< 0.33
2708,Kepler-296 e,737.0,2.96 Earths,15.901,2014,Super Earth,1.53 x Earth,0.169 AU,34.1 days,< 0.33
2709,Kepler-296 f,737.0,3.89 Earths,15.901,2014,Super Earth,1.8 x Earth,0.255 AU,63.3 days,< 0.33
2710,Kepler-297 b,2304.0,0.153 Jupiters,14.192,2014,Gas Giant,0.256 x Jupiter,0.217 AU,38.9 days,0.0
2711,Kepler-297 c,2304.0,0.132 Jupiters,14.192,2014,Gas Giant,0.583 x Jupiter,0.336 AU,74.9 days,0.0
2712,Kepler-298 b,1716.0,4.5 Earths,15.418,2014,Super Earth,1.96 x Earth,0.08 AU,10.5 days,0.0
2713,Kepler-298 c,1716.0,4.38 Earths,15.418,2014,Super Earth,1.93 x Earth,0.136 AU,22.9 days,0.0
2714,Kepler-298 d,1716.0,6.8 Earths,15.418,2014,Neptune-like,0.223 x Jupiter,0.305 AU,77.5 days,0.0
2715,Kepler-299 b,3539.0,2.3 Earths,15.01,2014,Super Earth,1.32 x Earth,0.04 AU,2.9 days,0.0
2716,Kepler-299 c,3539.0,7.51 Earths,15.01,2014,Neptune-like,0.236 x Jupiter,0.07 AU,6.9 days,0.0
2717,Kepler-299 d,3539.0,4.12 Earths,15.01,2014,Super Earth,1.86 x Earth,0.118 AU,15.1 days,0.0
2718,Kepler-299 e,3539.0,4.16 Earths,15.01,2014,Super Earth,1.87 x Earth,0.22 AU,38.3 days,0.0
2719,Kepler-29 b,2779.0,5 Earths,15.282,2011,Neptune-like,0.227 x Jupiter,0.09 AU,10.3 days,0.0
2720,Kepler-29 c,2779.0,4.5 Earths,15.282,2011,Neptune-like,0.209 x Jupiter,0.11 AU,13.3 days,0.0
2721,Kepler-300 b,3700.0,3.43 Earths,14.18,2014,Super Earth,1.67 x Earth,0.094 AU,10.4 days,0.0
2722,Kepler-300 c,3700.0,5.69 Earths,14.18,2014,Neptune-like,0.201 x Jupiter,0.232 AU,40.7 days,0.0
2723,Kepler-301 b,2395.0,2.39 Earths,14.274,2014,Super Earth,1.35 x Earth,0.036 AU,2.5 days,0.0
2724,Kepler-301 c,2395.0,2.39 Earths,14.274,2014,Super Earth,1.35 x Earth,0.06 AU,5.4 days,0.0
2725,Kepler-301 d,2395.0,3.71 Earths,14.274,2014,Super Earth,1.75 x Earth,0.112 AU,13.8 days,0.0
2726,Kepler-302 b,4761.0,15.5 Earths,15.491,2014,Neptune-like,0.362 x Jupiter,0.193 AU,30.2 days,0.0
2727,Kepler-302 c,4761.0,Unknown,15.491,2014,Gas Giant,1.111 x Jupiter,0.503 AU,127.3 days,0.0
2728,Kepler-303 b,688.0,0.64 Earths,14.396,2014,Terrestrial,0.89 x Earth,0.024 AU,1.9 days,0.0
2729,Kepler-303 c,688.0,1.55 Earths,14.396,2014,Super Earth,1.14 x Earth,0.057 AU,7.1 days,0.0
2730,Kepler-304 b,1436.0,8.55 Earths,14.831,2014,Neptune-like,0.255 x Jupiter,0.039 AU,3.3 days,0.0
2731,Kepler-304 c,1436.0,5.35 Earths,14.831,2014,Neptune-like,2.17 x Earth,0.054 AU,5.3 days,0.0
2732,Kepler-304 d,1436.0,8 Earths,14.831,2014,Neptune-like,0.245 x Jupiter,0.08 AU,9.7 days,0.0
2733,Kepler-304 e,1436.0,1.87 Earths,14.831,2016,Super Earth,1.2 x Earth,Unknown,1.5 days,0.0
2734,Kepler-305 b,2902.0,10.5 Earths,15.766,2013,Neptune-like,0.321 x Jupiter,Unknown,5.5 days,0.0
2735,Kepler-305 c,2902.0,6 Earths,15.766,2013,Neptune-like,0.294 x Jupiter,Unknown,8.3 days,0.0
2736,Kepler-305 d,2902.0,9.1 Earths,15.766,2014,Neptune-like,0.242 x Jupiter,0.121 AU,16.7 days,0.0
2737,Kepler-305 e,2902.0,3.87 Earths,15.766,2020,Super Earth,1.794 x Earth,Unknown,3.2 days,0.0
2738,Kepler-306 b,2587.0,2.92 Earths,15.552,2014,Super Earth,1.52 x Earth,0.05 AU,4.6 days,0.0
2739,Kepler-306 c,2587.0,6.12 Earths,15.552,2014,Neptune-like,0.21 x Jupiter,0.067 AU,7.2 days,0.0
2740,Kepler-306 d,2587.0,6.66 Earths,15.552,2014,Neptune-like,0.22 x Jupiter,0.12 AU,17.3 days,0.0
2741,Kepler-306 e,2587.0,5.77 Earths,15.552,2014,Neptune-like,0.203 x Jupiter,0.227 AU,44.8 days,0.0
2742,Kepler-307 b,1909.0,7.44 Earths,14.056,2013,Neptune-like,0.217 x Jupiter,Unknown,10.4 days,0.0
2743,Kepler-307 c,1909.0,3.64 Earths,14.056,2013,Neptune-like,2.2 x Earth,Unknown,13.1 days,0.0
2744,Kepler-308 b,4516.0,5.14 Earths,15.851,2014,Neptune-like,2.12 x Earth,0.09 AU,9.7 days,0.0
2745,Kepler-308 c,4516.0,5.31 Earths,15.851,2014,Neptune-like,2.16 x Earth,0.123 AU,15.4 days,0.0
2746,Kepler-309 b,1805.0,3.05 Earths,15.126,2014,Super Earth,1.56 x Earth,0.059 AU,5.9 days,0.0
2747,Kepler-309 c,1805.0,6.85 Earths,15.126,2014,Neptune-like,0.224 x Jupiter,0.401 AU,105.4 days,0.0
2748,Kepler-30 b,3061.0,11.3 Earths,15.376,2012,Neptune-like,0.348 x Jupiter,0.18 AU,29.3 days,0.04
2749,Kepler-30 c,3061.0,2.01 Jupiters,15.376,2012,Gas Giant,1.097 x Jupiter,0.3 AU,60.3 days,0.01
2750,Kepler-30 d,3061.0,23.1 Earths,15.376,2012,Neptune-like,0.785 x Jupiter,0.5 AU,143.3 days,0.02
2751,Kepler-310 b,1999.0,1.81 Earths,14.265,2014,Super Earth,1.19 x Earth,0.111 AU,13.9 days,0.0
2752,Kepler-310 c,1999.0,11.4 Earths,14.265,2014,Neptune-like,0.302 x Jupiter,0.281 AU,56.5 days,0.0
2753,Kepler-310 d,1999.0,7 Earths,14.265,2014,Super Earth,0.22 x Jupiter,0.392 AU,92.9 days,0.0
2754,Kepler-311 b,2598.0,3.53 Earths,13.754,2014,Super Earth,1.7 x Earth,0.087 AU,9.2 days,0.0
2755,Kepler-311 c,2598.0,2.63 Earths,13.754,2014,Super Earth,1.43 x Earth,0.145 AU,19.7 days,0.0
2756,Kepler-312 b,2663.0,2.21 Earths,12.921,2014,Super Earth,1.29 x Earth,0.031 AU,1.8 days,0.0
2757,Kepler-312 c,2663.0,10.1 Earths,12.921,2014,Neptune-like,0.281 x Jupiter,0.153 AU,19.7 days,0.0
2758,Kepler-313 b,3521.0,6.94 Earths,14.111,2014,Neptune-like,0.226 x Jupiter,0.125 AU,15 days,0.0
2759,Kepler-313 c,3521.0,7.13 Earths,14.111,2014,Neptune-like,0.229 x Jupiter,0.208 AU,32.3 days,0.0
2760,Kepler-314 b,884.0,0.498 Earths,12.523,2014,Terrestrial,0.83 x Earth,0.035 AU,2.5 days,0.0
2761,Kepler-314 c,884.0,8.75 Earths,12.523,2014,Neptune-like,0.259 x Jupiter,0.064 AU,6 days,0.0
2762,Kepler-315 b,3913.0,13.7 Earths,15.289,2014,Neptune-like,0.336 x Jupiter,0.402 AU,96.1 days,0.0
2763,Kepler-315 c,3913.0,16.1 Earths,15.289,2014,Neptune-like,0.37 x Jupiter,0.791 AU,265.5 days,0.0
2764,Kepler-316 b,1270.0,1.2 Earths,15.194,2014,Super Earth,1.06 x Earth,0.027 AU,2.2 days,0.0
2765,Kepler-316 c,1270.0,1.65 Earths,15.194,2014,Super Earth,1.16 x Earth,0.058 AU,6.8 days,0.0
2766,Kepler-317 b,3151.0,0.345 Jupiters,15.457,2014,Super Earth,2.09 x Earth,0.061 AU,5.5 days,0.0
2767,Kepler-317 c,3151.0,3.61 Earths,15.457,2014,Super Earth,1.72 x Earth,0.083 AU,8.8 days,0.0
2768,Kepler-318 b,1618.0,19.9 Earths,13.281,2014,Neptune-like,0.42 x Jupiter,0.056 AU,4.7 days,0.0
2769,Kepler-318 c,1618.0,13.1 Earths,13.281,2014,Neptune-like,0.328 x Jupiter,0.105 AU,11.8 days,0.0
2770,Kepler-319 b,1666.0,3.29 Earths,13.791,2014,Super Earth,1.63 x Earth,0.051 AU,4.4 days,0.0
2771,Kepler-319 c,1666.0,7.41 Earths,13.791,2014,Neptune-like,0.235 x Jupiter,0.069 AU,6.9 days,0.0
2772,Kepler-319 d,1666.0,5.86 Earths,13.791,2014,Neptune-like,0.204 x Jupiter,0.191 AU,31.8 days,0.0
2773,Kepler-31 b,5701.0,25.9 Earths,15.224,2011,Neptune-like,0.491 x Jupiter,0.16 AU,20.9 days,0.0
2774,Kepler-31 c,5701.0,4.7 Jupiters,15.224,2011,Gas Giant,0.473 x Jupiter,0.26 AU,42.6 days,0.0
2775,Kepler-31 d,5701.0,6.8 Jupiters,15.224,2014,Gas Giant,0.348 x Jupiter,0.4 AU,87.6 days,0.0
2776,Kepler-320 b,2762.0,1.55 Earths,13.434,2014,Super Earth,1.14 x Earth,0.085 AU,8.4 days,0.0
2777,Kepler-320 c,2762.0,2.45 Earths,13.434,2014,Super Earth,1.37 x Earth,0.142 AU,17.9 days,0.0
2778,Kepler-321 b,1268.0,3.78 Earths,12.755,2014,Super Earth,1.77 x Earth,0.057 AU,4.9 days,0.0
2779,Kepler-321 c,1268.0,5.99 Earths,12.755,2014,Neptune-like,0.207 x Jupiter,0.11 AU,13.1 days,0.0
2780,Kepler-322 b,1322.0,1.01 Earths,13.503,2014,Super Earth,1.01 x Earth,0.027 AU,1.7 days,0.0
2781,Kepler-322 c,1322.0,3.43 Earths,13.503,2014,Super Earth,1.67 x Earth,0.051 AU,4.3 days,0.0
2782,Kepler-323 b,1503.0,2.153 Jupiters,12.658,2014,Super Earth,1.43 x Earth,0.028 AU,1.7 days,0.0
2783,Kepler-323 c,1503.0,0.251 Jupiters,12.658,2014,Super Earth,1.63 x Earth,0.046 AU,3.6 days,0.0
2784,Kepler-324 b,1660.0,1.55 Earths,14.091,2014,Super Earth,1.14 x Earth,0.05 AU,4.4 days,0.0
2785,Kepler-324 c,1660.0,10.1 Earths,14.091,2014,Neptune-like,0.281 x Jupiter,0.26 AU,51.8 days,0.0
2786,Kepler-325 b,2750.0,8.8 Earths,15.005,2014,Neptune-like,0.26 x Jupiter,0.053 AU,4.5 days,0.0
2787,Kepler-325 c,2750.0,6.99 Earths,15.005,2014,Neptune-like,0.227 x Jupiter,0.105 AU,12.8 days,0.0
2788,Kepler-325 d,2750.0,8.2 Earths,15.005,2014,Neptune-like,0.249 x Jupiter,0.22 AU,38.7 days,0.0
2789,Kepler-326 b,1612.0,0.14 Jupiters,13.679,2014,Super Earth,1.52 x Earth,0.032 AU,2.2 days,0.0
2790,Kepler-326 c,1612.0,17.4 Earths,13.679,2014,Super Earth,1.4 x Earth,0.051 AU,4.6 days,0.0
2791,Kepler-326 d,1612.0,6.9 Earths,13.679,2014,Super Earth,1.21 x Earth,0.066 AU,6.8 days,0.0
2792,Kepler-327 b,795.0,1.41 Earths,14.98,2014,Super Earth,1.11 x Earth,0.029 AU,2.5 days,0.0
2793,Kepler-327 c,795.0,20.3 Earths,14.98,2014,Super Earth,1.03 x Earth,0.047 AU,5.2 days,0.0
2794,Kepler-327 d,795.0,3.64 Earths,14.98,2014,Super Earth,1.73 x Earth,0.09 AU,14 days,0.0
2795,Kepler-328 b,7680.0,28.5 Earths,15.604,2013,Super Earth,0.205 x Jupiter,Unknown,34.9 days,0.0
2796,Kepler-328 c,7680.0,39.4 Earths,15.604,2013,Gas Giant,0.482 x Jupiter,Unknown,71.3 days,0.0
2797,Kepler-329 b,1452.0,2.54 Earths,15.431,2014,Super Earth,1.4 x Earth,0.061 AU,7.4 days,0.0
2798,Kepler-329 c,1452.0,4.38 Earths,15.431,2014,Super Earth,1.93 x Earth,0.113 AU,18.7 days,0.0
2799,Kepler-32 b,1066.0,4.1 Jupiters,16.452,2011,Gas Giant,2.2 x Earth,0.05 AU,5.9 days,0.0
2800,Kepler-32 c,1066.0,0.5 Jupiters,16.452,2011,Neptune-like,2.0 x Earth,0.09 AU,8.8 days,0.0
2801,Kepler-32 d,1066.0,7.75 Earths,16.452,2012,Neptune-like,0.241 x Jupiter,0.13 AU,22.8 days,0.0
2802,Kepler-32 e,1066.0,2.86 Earths,16.452,2012,Super Earth,1.5 x Earth,0.033 AU,2.9 days,0.0
2803,Kepler-32 f,1066.0,0.477 Earths,16.452,2012,Terrestrial,0.82 x Earth,0.013 AU,0.7 days,0.0
2804,Kepler-330 b,2389.0,2.39 Earths,15.263,2014,Super Earth,1.35 x Earth,0.075 AU,8.3 days,0.0
2805,Kepler-330 c,2389.0,4.46 Earths,15.263,2014,Super Earth,1.95 x Earth,0.116 AU,16 days,0.0
2806,Kepler-331 b,1923.0,3.97 Earths,15.836,2014,Super Earth,1.82 x Earth,0.065 AU,8.5 days,0.0
2807,Kepler-331 c,1923.0,4.04 Earths,15.836,2014,Super Earth,1.84 x Earth,0.105 AU,17.3 days,0.0
2808,Kepler-331 d,1923.0,3.33 Earths,15.836,2014,Super Earth,1.64 x Earth,0.159 AU,32.1 days,0.0
2809,Kepler-332 b,1134.0,1.71 Earths,14.003,2014,Super Earth,1.17 x Earth,0.07 AU,7.6 days,0.0
2810,Kepler-332 c,1134.0,1.32 Earths,14.003,2014,Super Earth,1.09 x Earth,0.114 AU,16 days,0.0
2811,Kepler-332 d,1134.0,1.76 Earths,14.003,2014,Super Earth,1.18 x Earth,0.189 AU,34.2 days,0.0
2812,Kepler-333 b,1068.0,28.2 Earths,14.721,2014,Super Earth,1.32 x Earth,0.087 AU,12.6 days,0.0
2813,Kepler-333 c,1068.0,1.41 Earths,14.721,2014,Super Earth,1.11 x Earth,0.135 AU,24.1 days,0.0
2814,Kepler-334 b,1409.0,1.46 Earths,12.73,2014,Super Earth,1.12 x Earth,0.061 AU,5.5 days,0.0
2815,Kepler-334 c,1409.0,2.63 Earths,12.73,2014,Super Earth,1.43 x Earth,0.107 AU,12.8 days,0.0
2816,Kepler-334 d,1409.0,2.57 Earths,12.73,2014,Super Earth,1.41 x Earth,0.168 AU,25.1 days,0.0
2817,Kepler-335 b,4330.0,11.4 Earths,13.96,2014,Neptune-like,0.302 x Jupiter,0.075 AU,6.6 days,0.0
2818,Kepler-335 c,4330.0,9.64 Earths,13.96,2014,Neptune-like,0.274 x Jupiter,0.356 AU,67.8 days,0.0
2819,Kepler-336 b,7605.0,1.04 Earths,13.584,2014,Super Earth,1.02 x Earth,0.033 AU,2 days,0.0
2820,Kepler-336 c,7605.0,5.06 Earths,13.584,2014,Neptune-like,2.1 x Earth,0.092 AU,9.6 days,0.0
2821,Kepler-336 d,7605.0,6.21 Earths,13.584,2014,Neptune-like,0.211 x Jupiter,0.154 AU,20.7 days,0.0
2822,Kepler-337 b,2255.0,2.99 Earths,12.708,2014,Super Earth,1.54 x Earth,0.045 AU,3.3 days,0.0
2823,Kepler-337 c,2255.0,4.86 Earths,12.708,2014,Super Earth,2.05 x Earth,0.093 AU,9.7 days,0.0
2824,Kepler-338 b,1832.0,30.6 Earths,12.083,2014,Super Earth,0.218 x Jupiter,0.117 AU,13.7 days,0.04
2825,Kepler-338 c,1832.0,6.08 Earths,12.083,2014,Neptune-like,0.209 x Jupiter,0.172 AU,24.3 days,0.03
2826,Kepler-338 d,1832.0,9.27 Earths,12.083,2014,Neptune-like,0.268 x Jupiter,0.257 AU,44.4 days,0.03
2827,Kepler-338 e,1832.0,8.5 Earths,12.083,2014,Super Earth,1.56 x Earth,Unknown,9.3 days,0.05
2828,Kepler-339 b,2047.0,2.6 Earths,14.513,2014,Super Earth,1.42 x Earth,0.055 AU,5 days,0.0
2829,Kepler-339 c,2047.0,7.3 Earths,14.513,2014,Super Earth,1.15 x Earth,0.069 AU,7 days,0.0
2830,Kepler-339 d,2047.0,14.7 Earths,14.513,2014,Super Earth,1.17 x Earth,0.091 AU,10.6 days,0.0
2831,Kepler-33 b,4087.0,3.68 Earths,13.951,2011,Super Earth,1.74 x Earth,0.0677 AU,5.7 days,0.0
2832,Kepler-33 c,4087.0,0.39 Earths,13.951,2011,Terrestrial,0.285 x Jupiter,0.1189 AU,13.2 days,0.0
2833,Kepler-33 d,4087.0,3.91 Earths,13.951,2011,Neptune-like,0.477 x Jupiter,0.1662 AU,21.8 days,0.0
2834,Kepler-33 e,4087.0,5.57 Earths,13.951,2011,Neptune-like,0.359 x Jupiter,0.2138 AU,31.8 days,0.0
2835,Kepler-33 f,4087.0,9.6 Earths,13.951,2011,Neptune-like,0.398 x Jupiter,0.2535 AU,41 days,0.0
2836,Kepler-340 b,2699.0,6.94 Earths,12.303,2014,Neptune-like,0.226 x Jupiter,0.134 AU,14.8 days,0.0
2837,Kepler-340 c,2699.0,11.3 Earths,12.303,2014,Neptune-like,0.301 x Jupiter,0.178 AU,22.8 days,0.0
2838,Kepler-341 b,3521.0,1.76 Earths,14.567,2014,Super Earth,1.18 x Earth,0.06 AU,5.2 days,0.0
2839,Kepler-341 c,3521.0,3.53 Earths,14.567,2014,Super Earth,1.7 x Earth,0.08 AU,8 days,0.0
2840,Kepler-341 d,3521.0,4.08 Earths,14.567,2014,Super Earth,1.85 x Earth,0.182 AU,27.7 days,0.0
2841,Kepler-341 e,3521.0,4.62 Earths,14.567,2014,Super Earth,1.99 x Earth,0.242 AU,42.5 days,0.0
2842,Kepler-342 b,2608.0,5.69 Earths,13.099,2014,Neptune-like,0.201 x Jupiter,0.128 AU,15.2 days,0.0
2843,Kepler-342 c,2608.0,4.5 Earths,13.099,2014,Super Earth,1.96 x Earth,0.185 AU,26.2 days,0.0
2844,Kepler-342 d,2608.0,6.76 Earths,13.099,2014,Neptune-like,0.222 x Jupiter,0.242 AU,39.5 days,0.0
2845,Kepler-342 e,2608.0,0.615 Earths,13.099,2016,Terrestrial,0.88 x Earth,Unknown,1.6 days,0.0
2846,Kepler-343 b,3107.0,6.39 Earths,14.11,2014,Neptune-like,0.215 x Jupiter,0.088 AU,9 days,0.0
2847,Kepler-343 c,3107.0,4.74 Earths,14.11,2014,Super Earth,2.02 x Earth,0.167 AU,23.2 days,0.0
2848,Kepler-344 b,3367.0,7.32 Earths,15.303,2014,Neptune-like,0.233 x Jupiter,0.153 AU,22 days,0.0
2849,Kepler-344 c,3367.0,9.01 Earths,15.303,2014,Neptune-like,0.263 x Jupiter,0.488 AU,125.6 days,0.0
2850,Kepler-345 b,1182.0,0.5 Earths,14.034,2014,Terrestrial,0.74 x Earth,0.066 AU,7.4 days,0.0
2851,Kepler-345 c,1182.0,2.2 Earths,14.034,2014,Super Earth,1.2 x Earth,0.077 AU,9.4 days,0.0
2852,Kepler-346 b,3303.0,7.56 Earths,15.155,2014,Neptune-like,0.237 x Jupiter,0.071 AU,6.5 days,0.0
2853,Kepler-346 c,3303.0,9.64 Earths,15.155,2014,Neptune-like,0.274 x Jupiter,0.168 AU,23.9 days,0.0
2854,Kepler-347 b,4402.0,4.54 Earths,14.489,2014,Super Earth,1.97 x Earth,0.11 AU,12.8 days,0.0
2855,Kepler-347 c,4402.0,3.71 Earths,14.489,2014,Super Earth,1.75 x Earth,0.183 AU,27.3 days,0.0
2856,Kepler-348 b,1893.0,2.92 Earths,12.588,2014,Super Earth,1.52 x Earth,0.076 AU,7.1 days,0.0
2857,Kepler-348 c,1893.0,2.33 Earths,12.588,2014,Super Earth,1.33 x Earth,0.138 AU,17.3 days,0.0
2858,Kepler-349 b,3153.0,0.297 Jupiters,14.721,2014,Super Earth,1.9 x Earth,0.065 AU,5.9 days,0.0
2859,Kepler-349 c,3153.0,4.5 Earths,14.721,2014,Super Earth,1.96 x Earth,0.105 AU,12.2 days,0.0
2860,Kepler-34 b,4890.0,0.22 Jupiters,14.83,2011,Gas Giant,0.764 x Jupiter,1.0896 AU,288.8 days,0.18
2861,Kepler-350 b,3209.0,4.08 Earths,13.761,2014,Super Earth,1.85 x Earth,0.104 AU,11.2 days,0.0
2862,Kepler-350 c,3209.0,6.1 Earths,13.761,2013,Neptune-like,0.277 x Jupiter,Unknown,17.8 days,0.0
2863,Kepler-350 d,3209.0,14.9 Earths,13.761,2013,Super Earth,0.25 x Jupiter,Unknown,26.1 days,0.0
2864,Kepler-351 b,3646.0,4.8 Earths,15.966,2014,Neptune-like,0.273 x Jupiter,0.214 AU,37.1 days,0.0
2865,Kepler-351 c,3646.0,11.1 Earths,15.966,2014,Neptune-like,0.285 x Jupiter,0.287 AU,57.2 days,0.0
2866,Kepler-351 d,3646.0,7.85 Earths,15.966,2016,Neptune-like,0.243 x Jupiter,Unknown,142.5 days,0.0
